S No.,Year,State,Industry,Count,Last Update
748,2024,Tamil Nadu,AI,90,2025-02-28 01:05:57.808
749,2024,Tamil Nadu,Green Technology,60,2025-02-28 01:05:58.129
750,2024,Tamil Nadu,Events,8,2025-02-28 01:05:58.442
751,2024,Tamil Nadu,Fashion,40,2025-02-28 01:05:58.745
752,2024,Tamil Nadu,Finance Technology,80,2025-02-28 01:05:59.055
753,2024,Tamil Nadu,Enterprise Software,52,2025-02-28 01:05:59.377
754,2024,Tamil Nadu,Food & Beverages,150,2025-02-28 01:05:59.700
755,2024,Tamil Nadu,Design,21,2025-02-28 01:06:00.012
756,2024,Tamil Nadu,Dating Matrimonial,1,2025-02-28 01:06:00.324
757,2024,Tamil Nadu,Education,125,2025-02-28 01:06:00.627
758,2024,Tamil Nadu,Renewable Energy,101,2025-02-28 01:06:00.942
759,2024,Tamil Nadu,Technology Hardware,107,2025-02-28 01:06:01.245
760,2024,Tamil Nadu,Healthcare & Lifesciences,219,2025-02-28 01:06:01.560
761,2024,Tamil Nadu,Internet of Things,27,2025-02-28 01:06:01.863
762,2024,Tamil Nadu,IT Services,319,2025-02-28 01:06:02.166
763,2024,Tamil Nadu,Human Resources,32,2025-02-28 01:06:02.472
764,2024,Tamil Nadu,Marketing,52,2025-02-28 01:06:02.788
765,2024,Tamil Nadu,Nanotechnology,1,2025-02-28 01:06:03.090
766,2024,Tamil Nadu,Non- Renewable Energy,18,2025-02-28 01:06:03.403
767,2024,Tamil Nadu,Pets & Animals,8,2025-02-28 01:06:03.723
768,2024,Tamil Nadu,Media & Entertainment,32,2025-02-28 01:06:04.039
769,2024,Tamil Nadu,Retail,45,2025-02-28 01:06:04.353
770,2024,Tamil Nadu,House-Hold Services,13,2025-02-28 01:06:04.671
771,2024,Tamil Nadu,Professional & Commercial Services,121,2025-02-28 01:06:05.002
772,2024,Tamil Nadu,Sports,12,2025-02-28 01:06:05.322
773,2024,Tamil Nadu,Social Impact,17,2025-02-28 01:06:05.633
774,2024,Tamil Nadu,Social Network,7,2025-02-28 01:06:05.943
775,2024,Tamil Nadu,Textiles & Apparel,67,2025-02-28 01:06:06.269
776,2024,Tamil Nadu,Indic Language Startups,11,2025-02-28 01:06:06.595
777,2024,Tamil Nadu,Transportation & Storage,42,2025-02-28 01:06:06.917
778,2024,Tamil Nadu,Logistics,31,2025-02-28 01:06:07.241
779,2024,Tamil Nadu,Travel & Tourism,35,2025-02-28 01:06:07.565
780,2024,Tamil Nadu,Security Solutions,18,2025-02-28 01:06:07.876
781,2024,Tamil Nadu,Real Estate,33,2025-02-28 01:06:08.516
782,2024,Tamil Nadu,Other Specialty Retailers,33,2025-02-28 01:06:08.838
783,2024,Tamil Nadu,Safety,3,2025-02-28 01:06:09.154
784,2024,Tamil Nadu,Robotics,20,2025-02-28 01:06:09.454
785,2024,Tamil Nadu,Biotechnology,27,2025-02-28 01:06:10.078
786,2024,Tamil Nadu,Waste Management,38,2025-02-28 01:06:10.398
787,2024,Tamil Nadu,Toys and Games,8,2025-02-28 01:06:11.011
788,2024,Madhya Pradesh,Analytics,2,2025-02-28 01:06:11.314
789,2024,Madhya Pradesh,Advertising,19,2025-02-28 01:06:11.605
790,2024,Madhya Pradesh,Architecture Interior Design,8,2025-02-28 01:06:11.909
791,2024,Madhya Pradesh,AR VR (Augmented + Virtual Reality),4,2025-02-28 01:06:12.216
792,2024,Madhya Pradesh,Automotive,15,2025-02-28 01:06:12.512
793,2024,Madhya Pradesh,Art & Photography,3,2025-02-28 01:06:12.813
794,2024,Madhya Pradesh,Animation,3,2025-02-28 01:06:13.107
795,2024,Madhya Pradesh,Chemicals,14,2025-02-28 01:06:13.411
796,2024,Madhya Pradesh,Computer Vision,1,2025-02-28 01:06:13.730
797,2024,Madhya Pradesh,Telecommunication & Networking,15,2025-02-28 01:06:14.032
798,2024,Madhya Pradesh,Construction,97,2025-02-28 01:06:14.339
799,2024,Madhya Pradesh,Agriculture,101,2025-02-28 01:06:14.631
800,2024,Madhya Pradesh,Aeronautics Aerospace & Defence,11,2025-02-28 01:06:14.926
801,2024,Madhya Pradesh,AI,20,2025-02-28 01:06:15.229
802,2024,Madhya Pradesh,Green Technology,18,2025-02-28 01:06:15.528
803,2024,Madhya Pradesh,Events,2,2025-02-28 01:06:15.831
804,2024,Madhya Pradesh,Fashion,25,2025-02-28 01:06:16.138
805,2024,Madhya Pradesh,Finance Technology,35,2025-02-28 01:06:16.430
806,2024,Madhya Pradesh,Enterprise Software,15,2025-02-28 01:06:16.718
807,2024,Madhya Pradesh,Food & Beverages,71,2025-02-28 01:06:17.010
808,2024,Madhya Pradesh,Design,3,2025-02-28 01:06:17.301
809,2024,Madhya Pradesh,Dating Matrimonial,1,2025-02-28 01:06:17.588
810,2024,Madhya Pradesh,Education,35,2025-02-28 01:06:17.876
811,2024,Madhya Pradesh,Renewable Energy,61,2025-02-28 01:06:18.159
812,2024,Madhya Pradesh,Technology Hardware,32,2025-02-28 01:06:18.443
813,2024,Madhya Pradesh,Healthcare & Lifesciences,106,2025-02-28 01:06:18.720
814,2024,Madhya Pradesh,Internet of Things,4,2025-02-28 01:06:19.000
815,2024,Madhya Pradesh,IT Services,117,2025-02-28 01:06:19.300
816,2024,Madhya Pradesh,Human Resources,67,2025-02-28 01:06:19.584
817,2024,Madhya Pradesh,Marketing,16,2025-02-28 01:06:19.864
818,2024,Madhya Pradesh,Nanotechnology,1,2025-02-28 01:06:20.141
819,2024,Madhya Pradesh,Non- Renewable Energy,6,2025-02-28 01:06:20.436
820,2024,Madhya Pradesh,Pets & Animals,5,2025-02-28 01:06:20.716
821,2024,Madhya Pradesh,Media & Entertainment,9,2025-02-28 01:06:20.996
822,2024,Madhya Pradesh,Retail,14,2025-02-28 01:06:21.277
823,2024,Madhya Pradesh,House-Hold Services,9,2025-02-28 01:06:21.550
824,2024,Madhya Pradesh,Professional & Commercial Services,66,2025-02-28 01:06:21.839
825,2024,Madhya Pradesh,Sports,3,2025-02-28 01:06:22.120
826,2024,Madhya Pradesh,Social Impact,8,2025-02-28 01:06:22.395
827,2024,Madhya Pradesh,Social Network,2,2025-02-28 01:06:22.671
828,2024,Madhya Pradesh,Textiles & Apparel,23,2025-02-28 01:06:22.958
829,2024,Madhya Pradesh,Indic Language Startups,3,2025-02-28 01:06:23.240
830,2024,Madhya Pradesh,Transportation & Storage,11,2025-02-28 01:06:23.543
831,2024,Madhya Pradesh,Logistics,6,2025-02-28 01:06:23.843
832,2024,Madhya Pradesh,Travel & Tourism,21,2025-02-28 01:06:24.149
833,2024,Madhya Pradesh,Security Solutions,22,2025-02-28 01:06:24.452
834,2024,Madhya Pradesh,Real Estate,23,2025-02-28 01:06:25.055
835,2024,Madhya Pradesh,Other Specialty Retailers,8,2025-02-28 01:06:25.361
836,2024,Madhya Pradesh,Safety,4,2025-02-28 01:06:25.671
837,2024,Madhya Pradesh,Robotics,1,2025-02-28 01:06:25.974
838,2024,Madhya Pradesh,Passenger Experience,1,2025-02-28 01:06:26.256
839,2024,Madhya Pradesh,Biotechnology,8,2025-02-28 01:06:26.551
840,2024,Madhya Pradesh,Waste Management,18,2025-02-28 01:06:26.846
841,2024,Madhya Pradesh,Toys and Games,1,2025-02-28 01:06:27.458
842,2024,Tripura,Construction,4,2025-02-28 01:06:30.479
843,2024,Tripura,Agriculture,5,2025-02-28 01:06:30.787
844,2024,Tripura,AI,1,2025-02-28 01:06:31.370
845,2024,Tripura,Green Technology,1,2025-02-28 01:06:31.675
846,2024,Tripura,Enterprise Software,1,2025-02-28 01:06:32.830
847,2024,Tripura,Food & Beverages,1,2025-02-28 01:06:33.125
848,2024,Tripura,Design,1,2025-02-28 01:06:33.432
849,2024,Tripura,Education,3,2025-02-28 01:06:34.013
850,2024,Tripura,Renewable Energy,2,2025-02-28 01:06:34.285
851,2024,Tripura,Technology Hardware,2,2025-02-28 01:06:34.557
852,2024,Tripura,Healthcare & Lifesciences,3,2025-02-28 01:06:34.827
853,2024,Tripura,IT Services,4,2025-02-28 01:06:35.365
854,2024,Tripura,Human Resources,2,2025-02-28 01:06:35.640
855,2024,Tripura,Marketing,1,2025-02-28 01:06:35.902
856,2024,Tripura,Media & Entertainment,2,2025-02-28 01:06:36.990
857,2024,Tripura,Retail,2,2025-02-28 01:06:37.257
858,2024,Tripura,Professional & Commercial Services,3,2025-02-28 01:06:37.793
859,2024,Tripura,Social Network,1,2025-02-28 01:06:38.624
860,2024,Tripura,Textiles & Apparel,2,2025-02-28 01:06:38.891
861,2024,Tripura,Logistics,1,2025-02-28 01:06:39.717
862,2024,Tripura,Travel & Tourism,1,2025-02-28 01:06:39.984
863,2024,Tripura,Security Solutions,1,2025-02-28 01:06:40.251
864,2024,Tripura,Biotechnology,1,2025-02-28 01:06:42.196
865,2024,Nagaland,Automotive,1,2025-02-28 01:06:44.531
866,2024,Nagaland,Construction,1,2025-02-28 01:06:46.310
867,2024,Nagaland,Agriculture,14,2025-02-28 01:06:46.620
868,2024,Nagaland,Green Technology,1,2025-02-28 01:06:47.513
869,2024,Nagaland,Fashion,2,2025-02-28 01:06:48.119
870,2024,Nagaland,Enterprise Software,1,2025-02-28 01:06:48.698
871,2024,Nagaland,Food & Beverages,4,2025-02-28 01:06:49.007
872,2024,Nagaland,Education,1,2025-02-28 01:06:49.915
873,2024,Nagaland,Healthcare & Lifesciences,2,2025-02-28 01:06:50.817
874,2024,Nagaland,IT Services,1,2025-02-28 01:06:51.430
875,2024,Nagaland,Human Resources,1,2025-02-28 01:06:51.749
876,2024,Nagaland,Media & Entertainment,2,2025-02-28 01:06:53.233
877,2024,Nagaland,Retail,1,2025-02-28 01:06:53.522
878,2024,Nagaland,Travel & Tourism,1,2025-02-28 01:06:56.474
879,2024,Nagaland,Real Estate,1,2025-02-28 01:06:57.370
880,2024,Nagaland,Toys and Games,1,2025-02-28 01:06:59.741
881,2024,Telangana,Analytics,6,2025-02-28 01:07:00.038
882,2024,Telangana,Advertising,13,2025-02-28 01:07:00.324
883,2024,Telangana,Architecture Interior Design,12,2025-02-28 01:07:00.615
884,2024,Telangana,AR VR (Augmented + Virtual Reality),13,2025-02-28 01:07:00.932
885,2024,Telangana,Automotive,20,2025-02-28 01:07:01.237
886,2024,Telangana,Art & Photography,9,2025-02-28 01:07:01.553
887,2024,Telangana,Animation,2,2025-02-28 01:07:01.867
888,2024,Telangana,Chemicals,19,2025-02-28 01:07:02.178
889,2024,Telangana,Computer Vision,4,2025-02-28 01:07:02.483
890,2024,Telangana,Telecommunication & Networking,14,2025-02-28 01:07:02.792
891,2024,Telangana,Construction,78,2025-02-28 01:07:03.089
892,2024,Telangana,Agriculture,83,2025-02-28 01:07:03.410
893,2024,Telangana,Aeronautics Aerospace & Defence,45,2025-02-28 01:07:03.730
894,2024,Telangana,AI,86,2025-02-28 01:07:04.039
895,2024,Telangana,Green Technology,28,2025-02-28 01:07:04.340
896,2024,Telangana,Events,11,2025-02-28 01:07:04.653
897,2024,Telangana,Fashion,26,2025-02-28 01:07:04.964
898,2024,Telangana,Finance Technology,52,2025-02-28 01:07:05.271
899,2024,Telangana,Enterprise Software,41,2025-02-28 01:07:05.574
900,2024,Telangana,Food & Beverages,88,2025-02-28 01:07:05.874
901,2024,Telangana,Design,8,2025-02-28 01:07:06.180
902,2024,Telangana,Education,99,2025-02-28 01:07:06.792
903,2024,Telangana,Renewable Energy,55,2025-02-28 01:07:07.097
904,2024,Telangana,Technology Hardware,48,2025-02-28 01:07:07.412
905,2024,Telangana,Healthcare & Lifesciences,188,2025-02-28 01:07:07.705
906,2024,Telangana,Internet of Things,11,2025-02-28 01:07:08.008
907,2024,Telangana,IT Services,282,2025-02-28 01:07:08.304
908,2024,Telangana,Human Resources,38,2025-02-28 01:07:08.610
909,2024,Telangana,Marketing,27,2025-02-28 01:07:08.915
910,2024,Telangana,Non- Renewable Energy,15,2025-02-28 01:07:09.540
911,2024,Telangana,Pets & Animals,3,2025-02-28 01:07:09.848
912,2024,Telangana,Media & Entertainment,32,2025-02-28 01:07:10.148
913,2024,Telangana,Retail,38,2025-02-28 01:07:10.458
914,2024,Telangana,House-Hold Services,12,2025-02-28 01:07:10.779
915,2024,Telangana,Professional & Commercial Services,82,2025-02-28 01:07:11.096
916,2024,Telangana,Sports,13,2025-02-28 01:07:11.405
917,2024,Telangana,Social Impact,10,2025-02-28 01:07:11.727
918,2024,Telangana,Social Network,11,2025-02-28 01:07:12.034
919,2024,Telangana,Textiles & Apparel,19,2025-02-28 01:07:12.343
920,2024,Telangana,Indic Language Startups,8,2025-02-28 01:07:12.661
921,2024,Telangana,Transportation & Storage,27,2025-02-28 01:07:12.964
922,2024,Telangana,Logistics,11,2025-02-28 01:07:13.260
923,2024,Telangana,Travel & Tourism,21,2025-02-28 01:07:13.556
924,2024,Telangana,Security Solutions,14,2025-02-28 01:07:13.863
925,2024,Telangana,Real Estate,28,2025-02-28 01:07:14.502
926,2024,Telangana,Other Specialty Retailers,15,2025-02-28 01:07:14.808
927,2024,Telangana,Safety,3,2025-02-28 01:07:15.132
928,2024,Telangana,Robotics,5,2025-02-28 01:07:15.431
929,2024,Telangana,Biotechnology,12,2025-02-28 01:07:16.060
930,2024,Telangana,Waste Management,18,2025-02-28 01:07:16.379
931,2024,Telangana,Toys and Games,6,2025-02-28 01:07:16.994
932,2024,Uttarakhand,Automotive,3,2025-02-28 01:07:18.464
933,2024,Uttarakhand,Art & Photography,1,2025-02-28 01:07:18.745
934,2024,Uttarakhand,Chemicals,4,2025-02-28 01:07:19.322
935,2024,Uttarakhand,Telecommunication & Networking,3,2025-02-28 01:07:19.896
936,2024,Uttarakhand,Construction,24,2025-02-28 01:07:20.189
937,2024,Uttarakhand,Agriculture,17,2025-02-28 01:07:20.485
938,2024,Uttarakhand,Aeronautics Aerospace & Defence,2,2025-02-28 01:07:20.776
939,2024,Uttarakhand,AI,8,2025-02-28 01:07:21.073
940,2024,Uttarakhand,Green Technology,9,2025-02-28 01:07:21.378
941,2024,Uttarakhand,Fashion,1,2025-02-28 01:07:21.959
942,2024,Uttarakhand,Finance Technology,7,2025-02-28 01:07:22.254
943,2024,Uttarakhand,Enterprise Software,5,2025-02-28 01:07:22.549
944,2024,Uttarakhand,Food & Beverages,16,2025-02-28 01:07:22.839
945,2024,Uttarakhand,Education,19,2025-02-28 01:07:23.696
946,2024,Uttarakhand,Renewable Energy,10,2025-02-28 01:07:23.976
947,2024,Uttarakhand,Technology Hardware,9,2025-02-28 01:07:24.255
948,2024,Uttarakhand,Healthcare & Lifesciences,32,2025-02-28 01:07:24.545
949,2024,Uttarakhand,Internet of Things,3,2025-02-28 01:07:24.831
950,2024,Uttarakhand,IT Services,21,2025-02-28 01:07:25.116
951,2024,Uttarakhand,Human Resources,6,2025-02-28 01:07:25.405
952,2024,Uttarakhand,Marketing,7,2025-02-28 01:07:25.686
953,2024,Uttarakhand,Non- Renewable Energy,1,2025-02-28 01:07:26.252
954,2024,Uttarakhand,Pets & Animals,1,2025-02-28 01:07:26.542
955,2024,Uttarakhand,Media & Entertainment,2,2025-02-28 01:07:26.832
956,2024,Uttarakhand,Retail,5,2025-02-28 01:07:27.115
957,2024,Uttarakhand,House-Hold Services,1,2025-02-28 01:07:27.408
958,2024,Uttarakhand,Professional & Commercial Services,15,2025-02-28 01:07:27.699
959,2024,Uttarakhand,Textiles & Apparel,6,2025-02-28 01:07:28.855
960,2024,Uttarakhand,Indic Language Startups,2,2025-02-28 01:07:29.149
961,2024,Uttarakhand,Transportation & Storage,2,2025-02-28 01:07:29.442
962,2024,Uttarakhand,Logistics,1,2025-02-28 01:07:29.744
963,2024,Uttarakhand,Travel & Tourism,9,2025-02-28 01:07:30.039
964,2024,Uttarakhand,Security Solutions,3,2025-02-28 01:07:30.328
965,2024,Uttarakhand,Real Estate,4,2025-02-28 01:07:30.906
966,2024,Uttarakhand,Other Specialty Retailers,4,2025-02-28 01:07:31.195
967,2024,Uttarakhand,Biotechnology,4,2025-02-28 01:07:32.345
968,2024,Uttarakhand,Waste Management,2,2025-02-28 01:07:32.629
969,2024,West Bengal,Analytics,4,2025-02-28 01:07:33.518
970,2024,West Bengal,Advertising,6,2025-02-28 01:07:33.825
971,2024,West Bengal,Architecture Interior Design,7,2025-02-28 01:07:34.128
972,2024,West Bengal,AR VR (Augmented + Virtual Reality),3,2025-02-28 01:07:34.421
973,2024,West Bengal,Automotive,19,2025-02-28 01:07:34.725
974,2024,West Bengal,Art & Photography,3,2025-02-28 01:07:35.024
975,2024,West Bengal,Chemicals,18,2025-02-28 01:07:35.622
976,2024,West Bengal,Computer Vision,1,2025-02-28 01:07:35.919
977,2024,West Bengal,Telecommunication & Networking,5,2025-02-28 01:07:36.224
978,2024,West Bengal,Construction,73,2025-02-28 01:07:36.509
979,2024,West Bengal,Agriculture,94,2025-02-28 01:07:36.821
980,2024,West Bengal,Aeronautics Aerospace & Defence,7,2025-02-28 01:07:37.121
981,2024,West Bengal,AI,21,2025-02-28 01:07:37.426
982,2024,West Bengal,Green Technology,22,2025-02-28 01:07:37.729
983,2024,West Bengal,Events,5,2025-02-28 01:07:38.027
984,2024,West Bengal,Fashion,30,2025-02-28 01:07:38.331
985,2024,West Bengal,Finance Technology,39,2025-02-28 01:07:38.632
986,2024,West Bengal,Enterprise Software,13,2025-02-28 01:07:38.935
987,2024,West Bengal,Food & Beverages,76,2025-02-28 01:07:39.235
988,2024,West Bengal,Design,3,2025-02-28 01:07:39.542
989,2024,West Bengal,Dating Matrimonial,1,2025-02-28 01:07:39.840
990,2024,West Bengal,Education,52,2025-02-28 01:07:40.148
991,2024,West Bengal,Renewable Energy,26,2025-02-28 01:07:40.453
992,2024,West Bengal,Technology Hardware,35,2025-02-28 01:07:40.755
993,2024,West Bengal,Healthcare & Lifesciences,98,2025-02-28 01:07:41.045
994,2024,West Bengal,Internet of Things,9,2025-02-28 01:07:41.342
995,2024,West Bengal,IT Services,103,2025-02-28 01:07:41.646
996,2024,West Bengal,Human Resources,15,2025-02-28 01:07:41.946
997,2024,West Bengal,Marketing,14,2025-02-28 01:07:42.245
998,2024,West Bengal,Nanotechnology,1,2025-02-28 01:07:42.531
999,2024,West Bengal,Non- Renewable Energy,4,2025-02-28 01:07:42.833
1000,2024,West Bengal,Pets & Animals,1,2025-02-28 01:07:43.147
1001,2024,West Bengal,Media & Entertainment,13,2025-02-28 01:07:43.442
1002,2024,West Bengal,Retail,21,2025-02-28 01:07:43.732
1003,2024,West Bengal,House-Hold Services,10,2025-02-28 01:07:44.025
1004,2024,West Bengal,Professional & Commercial Services,78,2025-02-28 01:07:44.335
1005,2024,West Bengal,Sports,5,2025-02-28 01:07:44.643
1006,2024,West Bengal,Social Impact,4,2025-02-28 01:07:44.959
1007,2024,West Bengal,Social Network,2,2025-02-28 01:07:45.264
1008,2024,West Bengal,Textiles & Apparel,43,2025-02-28 01:07:45.586
1009,2024,West Bengal,Indic Language Startups,3,2025-02-28 01:07:45.888
1010,2024,West Bengal,Transportation & Storage,17,2025-02-28 01:07:46.180
1011,2024,West Bengal,Logistics,7,2025-02-28 01:07:46.471
1012,2024,West Bengal,Travel & Tourism,24,2025-02-28 01:07:46.770
1013,2024,West Bengal,Security Solutions,8,2025-02-28 01:07:47.056
1014,2024,West Bengal,Real Estate,22,2025-02-28 01:07:47.656
1015,2024,West Bengal,Other Specialty Retailers,15,2025-02-28 01:07:47.956
1016,2024,West Bengal,Safety,2,2025-02-28 01:07:48.257
1017,2024,West Bengal,Robotics,2,2025-02-28 01:07:48.553
1018,2024,West Bengal,Biotechnology,3,2025-02-28 01:07:49.160
1019,2024,West Bengal,Waste Management,11,2025-02-28 01:07:49.466
1020,2024,West Bengal,Toys and Games,9,2025-02-28 01:07:50.064
1021,2024,Uttar Pradesh,Analytics,10,2025-02-28 01:07:50.391
1022,2024,Uttar Pradesh,Advertising,30,2025-02-28 01:07:50.730
1023,2024,Uttar Pradesh,Architecture Interior Design,31,2025-02-28 01:07:51.055
1024,2024,Uttar Pradesh,AR VR (Augmented + Virtual Reality),11,2025-02-28 01:07:51.378
1025,2024,Uttar Pradesh,Automotive,68,2025-02-28 01:07:51.709
1026,2024,Uttar Pradesh,Art & Photography,22,2025-02-28 01:07:52.035
1027,2024,Uttar Pradesh,Animation,4,2025-02-28 01:07:52.350
1028,2024,Uttar Pradesh,Chemicals,35,2025-02-28 01:07:52.669
1029,2024,Uttar Pradesh,Computer Vision,1,2025-02-28 01:07:52.992
1030,2024,Uttar Pradesh,Telecommunication & Networking,35,2025-02-28 01:07:53.321
1031,2024,Uttar Pradesh,Construction,370,2025-02-28 01:07:53.629
1032,2024,Uttar Pradesh,Agriculture,186,2025-02-28 01:07:53.951
1033,2024,Uttar Pradesh,Aeronautics Aerospace & Defence,44,2025-02-28 01:07:54.272
1034,2024,Uttar Pradesh,AI,73,2025-02-28 01:07:54.600
1035,2024,Uttar Pradesh,Green Technology,48,2025-02-28 01:07:54.931
1036,2024,Uttar Pradesh,Events,23,2025-02-28 01:07:55.251
1037,2024,Uttar Pradesh,Fashion,80,2025-02-28 01:07:55.574
1038,2024,Uttar Pradesh,Finance Technology,104,2025-02-28 01:07:55.893
1039,2024,Uttar Pradesh,Enterprise Software,33,2025-02-28 01:07:56.213
1040,2024,Uttar Pradesh,Food & Beverages,188,2025-02-28 01:07:56.530
1041,2024,Uttar Pradesh,Design,16,2025-02-28 01:07:56.858
1042,2024,Uttar Pradesh,Dating Matrimonial,1,2025-02-28 01:07:57.172
1043,2024,Uttar Pradesh,Education,180,2025-02-28 01:07:57.501
1044,2024,Uttar Pradesh,Renewable Energy,109,2025-02-28 01:07:57.834
1045,2024,Uttar Pradesh,Technology Hardware,119,2025-02-28 01:07:58.142
1046,2024,Uttar Pradesh,Healthcare & Lifesciences,275,2025-02-28 01:07:58.475
1047,2024,Uttar Pradesh,Internet of Things,9,2025-02-28 01:07:58.801
1048,2024,Uttar Pradesh,IT Services,356,2025-02-28 01:07:59.114
1049,2024,Uttar Pradesh,Human Resources,147,2025-02-28 01:07:59.432
1050,2024,Uttar Pradesh,Marketing,49,2025-02-28 01:07:59.742
1051,2024,Uttar Pradesh,Nanotechnology,1,2025-02-28 01:08:00.053
1052,2024,Uttar Pradesh,Non- Renewable Energy,12,2025-02-28 01:08:00.365
1053,2024,Uttar Pradesh,Pets & Animals,10,2025-02-28 01:08:00.705
1054,2024,Uttar Pradesh,Media & Entertainment,31,2025-02-28 01:08:01.027
1055,2024,Uttar Pradesh,Retail,65,2025-02-28 01:08:01.368
1056,2024,Uttar Pradesh,House-Hold Services,28,2025-02-28 01:08:01.688
1057,2024,Uttar Pradesh,Professional & Commercial Services,209,2025-02-28 01:08:02.006
1058,2024,Uttar Pradesh,Sports,17,2025-02-28 01:08:02.322
1059,2024,Uttar Pradesh,Social Impact,18,2025-02-28 01:08:02.660
1060,2024,Uttar Pradesh,Social Network,10,2025-02-28 01:08:02.982
1061,2024,Uttar Pradesh,Textiles & Apparel,79,2025-02-28 01:08:03.298
1062,2024,Uttar Pradesh,Indic Language Startups,10,2025-02-28 01:08:03.611
1063,2024,Uttar Pradesh,Transportation & Storage,30,2025-02-28 01:08:03.932
1064,2024,Uttar Pradesh,Logistics,18,2025-02-28 01:08:04.238
1065,2024,Uttar Pradesh,Travel & Tourism,51,2025-02-28 01:08:04.553
1066,2024,Uttar Pradesh,Security Solutions,36,2025-02-28 01:08:04.866
1067,2024,Uttar Pradesh,Real Estate,53,2025-02-28 01:08:05.499
1068,2024,Uttar Pradesh,Other Specialty Retailers,58,2025-02-28 01:08:05.829
1069,2024,Uttar Pradesh,Safety,9,2025-02-28 01:08:06.150
1070,2024,Uttar Pradesh,Robotics,13,2025-02-28 01:08:06.481
1071,2024,Uttar Pradesh,Passenger Experience,4,2025-02-28 01:08:06.809
1072,2024,Uttar Pradesh,Biotechnology,15,2025-02-28 01:08:07.153
1073,2024,Uttar Pradesh,Waste Management,44,2025-02-28 01:08:07.497
1074,2024,Uttar Pradesh,Toys and Games,9,2025-02-28 01:08:08.168
1075,2024,Ladakh,Construction,2,2025-02-28 01:08:11.495
1076,2024,Ladakh,Agriculture,2,2025-02-28 01:08:11.794
1077,2024,Ladakh,Food & Beverages,1,2025-02-28 01:08:14.228
1078,2024,Maharashtra,Analytics,20,2025-02-28 01:08:25.380
1079,2024,Maharashtra,Advertising,49,2025-02-28 01:08:25.733
1080,2024,Maharashtra,Architecture Interior Design,51,2025-02-28 01:08:26.077
1081,2024,Maharashtra,AR VR (Augmented + Virtual Reality),7,2025-02-28 01:08:26.434
1082,2024,Maharashtra,Automotive,155,2025-02-28 01:08:26.783
1083,2024,Maharashtra,Art & Photography,20,2025-02-28 01:08:27.130
1084,2024,Maharashtra,Animation,8,2025-02-28 01:08:27.483
1085,2024,Maharashtra,Chemicals,97,2025-02-28 01:08:27.837
1086,2024,Maharashtra,Computer Vision,6,2025-02-28 01:08:28.208
1087,2024,Maharashtra,Telecommunication & Networking,39,2025-02-28 01:08:28.569
1088,2024,Maharashtra,Construction,364,2025-02-28 01:08:28.916
1089,2024,Maharashtra,Agriculture,437,2025-02-28 01:08:29.260
1090,2024,Maharashtra,Aeronautics Aerospace & Defence,50,2025-02-28 01:08:29.611
1091,2024,Maharashtra,AI,138,2025-02-28 01:08:29.968
1092,2024,Maharashtra,Green Technology,98,2025-02-28 01:08:30.313
1093,2024,Maharashtra,Events,31,2025-02-28 01:08:30.652
1094,2024,Maharashtra,Fashion,135,2025-02-28 01:08:30.996
1095,2024,Maharashtra,Finance Technology,219,2025-02-28 01:08:31.338
1096,2024,Maharashtra,Enterprise Software,70,2025-02-28 01:08:31.690
1097,2024,Maharashtra,Food & Beverages,344,2025-02-28 01:08:32.033
1098,2024,Maharashtra,Design,43,2025-02-28 01:08:32.387
1099,2024,Maharashtra,Dating Matrimonial,5,2025-02-28 01:08:32.730
1100,2024,Maharashtra,Education,231,2025-02-28 01:08:33.081
1101,2024,Maharashtra,Renewable Energy,179,2025-02-28 01:08:33.425
1102,2024,Maharashtra,Technology Hardware,191,2025-02-28 01:08:33.776
1103,2024,Maharashtra,Healthcare & Lifesciences,544,2025-02-28 01:08:34.140
1104,2024,Maharashtra,Internet of Things,31,2025-02-28 01:08:34.495
1105,2024,Maharashtra,IT Services,515,2025-02-28 01:08:34.846
1106,2024,Maharashtra,Human Resources,134,2025-02-28 01:08:35.199
1107,2024,Maharashtra,Marketing,103,2025-02-28 01:08:35.557
1108,2024,Maharashtra,Nanotechnology,7,2025-02-28 01:08:35.918
1109,2024,Maharashtra,Non- Renewable Energy,37,2025-02-28 01:08:36.263
1110,2024,Maharashtra,Pets & Animals,14,2025-02-28 01:08:36.604
1111,2024,Maharashtra,Media & Entertainment,114,2025-02-28 01:08:36.961
1112,2024,Maharashtra,Retail,109,2025-02-28 01:08:37.313
1113,2024,Maharashtra,House-Hold Services,44,2025-02-28 01:08:37.671
1114,2024,Maharashtra,Professional & Commercial Services,293,2025-02-28 01:08:38.012
1115,2024,Maharashtra,Sports,40,2025-02-28 01:08:38.360
1116,2024,Maharashtra,Social Impact,34,2025-02-28 01:08:38.709
1117,2024,Maharashtra,Social Network,19,2025-02-28 01:08:39.054
1118,2024,Maharashtra,Textiles & Apparel,100,2025-02-28 01:08:39.401
1119,2024,Maharashtra,Indic Language Startups,23,2025-02-28 01:08:39.743
1120,2024,Maharashtra,Transportation & Storage,85,2025-02-28 01:08:40.091
1121,2024,Maharashtra,Logistics,50,2025-02-28 01:08:40.445
1122,2024,Maharashtra,Travel & Tourism,86,2025-02-28 01:08:40.799
1123,2024,Maharashtra,Security Solutions,51,2025-02-28 01:08:41.156
1124,2024,Maharashtra,Airport Operations,5,2025-02-28 01:08:41.501
